CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
16636,50,2,5932.74,4,4,4,12,Champions
16637,51,2,5900.55,4,4,4,12,Champions
16638,46,2,5974.23,4,4,4,12,Champions
16639,41,2,5908.25,4,4,4,12,Champions
16640,2,2,102.57,4,4,2,10,Loyal
16641,95,1,2391.43,3,1,3,7,Potential Loyalist
16642,64,1,39.980000000000004,4,1,1,6,At Risk
16643,261,2,126.96000000000001,2,4,2,8,Potential Loyalist
16644,186,1,4.99,2,1,1,4,Lost
16645,111,1,2357.2799999999997,3,1,3,7,Potential Loyalist
16646,37,2,250.91000000000003,4,4,2,10,Loyal
16647,133,1,54.980000000000004,3,1,2,6,At Risk
16648,50,1,7.28,4,1,1,6,At Risk
16649,37,2,115.94,4,4,2,10,Loyal
16650,84,1,4.99,4,1,1,6,At Risk
16651,67,1,13.98,4,1,1,6,At Risk
16652,189,1,48.970000000000006,2,1,1,4,Lost
16653,112,1,2411.95,3,1,3,7,Potential Loyalist
16654,175,2,3056.3199999999997,2,4,4,10,Loyal
16655,138,1,39.980000000000004,3,1,1,5,At Risk
16656,42,2,5930.23,4,4,4,12,Champions
16657,54,2,5900.55,4,4,4,12,Champions
16658,46,2,5873.26,4,4,4,12,Champions
16659,51,2,5873.26,4,4,4,12,Champions
16660,48,2,5898.26,4,4,4,12,Champions
16661,51,2,5908.25,4,4,4,12,Champions
16662,377,2,4355.71,1,4,4,9,Loyal
16663,351,2,4471.74,1,4,4,9,Loyal
16664,364,2,4377.75,1,4,4,9,Loyal
16665,91,2,81.81,3,4,2,9,Loyal
16666,187,2,205.44,2,4,2,8,Potential Loyalist
16667,8,4,65.99,4,4,2,10,Loyal
16668,283,1,607.96,1,1,3,5,At Risk
16669,88,1,4.99,3,1,1,5,At Risk
16670,251,1,2478.3399999999997,2,1,3,6,At Risk
16671,47,1,4.99,4,1,1,6,At Risk
16672,225,1,7.28,2,1,1,4,Lost
16673,214,1,2466.3199999999997,2,1,3,6,At Risk
16674,153,2,76.14999999999999,3,4,2,9,Loyal
16675,347,2,4385.03,1,4,4,9,Loyal
16676,132,1,13.98,3,1,1,5,At Risk
16677,182,1,13.98,2,1,1,4,Lost
16678,156,2,3162.3099999999995,3,4,4,11,Champions
16679,304,2,106.56,1,4,2,7,Potential Loyalist
16680,104,2,104.86,3,4,2,9,Loyal
16681,204,2,68.87,2,4,2,8,Potential Loyalist
16682,81,2,66.58,4,4,2,10,Loyal
16683,179,2,69.87,2,4,2,8,Potential Loyalist
16684,59,2,4158.24,4,4,4,12,Champions
16685,50,2,4183.23,4,4,4,12,Champions
16686,36,2,4157.73,4,4,4,12,Champions
16687,378,2,6070.59,1,4,4,9,Loyal
16688,396,2,6081.099999999999,1,4,4,9,Loyal
16689,162,2,290.46000000000004,3,4,3,10,Loyal
16690,120,2,165.07,3,4,2,9,Loyal
16691,322,2,4471.74,1,4,4,9,Loyal
16692,166,2,31.27,3,4,1,8,Potential Loyalist
16693,391,2,6060.5,1,4,4,9,Loyal
16694,124,2,78.2,3,4,2,9,Loyal
16695,91,2,76.15,3,4,2,9,Loyal
16696,328,2,4506.76,1,4,4,9,Loyal
16697,116,2,87.08,3,4,2,9,Loyal
16698,19,2,230.16,4,4,2,10,Loyal
16699,124,2,67.58,3,4,2,9,Loyal
16700,218,2,92.97,2,4,2,8,Potential Loyalist
16701,315,2,4426.74,1,4,4,9,Loyal
16702,389,2,6021.62,1,4,4,9,Loyal
16703,360,2,6090.59,1,4,4,9,Loyal
16704,201,2,91.26,2,4,2,8,Potential Loyalist
16705,80,2,97.96000000000001,4,4,2,10,Loyal
16706,121,2,92.97,3,4,2,9,Loyal
16707,298,2,4377.75,1,4,4,9,Loyal
16708,279,2,4406.74,1,4,4,9,Loyal
16709,188,2,143.94,2,4,2,8,Potential Loyalist
16710,33,2,91.25999999999999,4,4,2,10,Loyal
16711,201,2,132.95,2,4,2,8,Potential Loyalist
16712,289,2,4417.75,1,4,4,9,Loyal
16713,355,2,6090.59,1,4,4,9,Loyal
16714,178,1,64.47,2,1,2,5,At Risk
16715,158,1,7.28,3,1,1,5,At Risk
16716,296,1,27.92,1,1,1,3,Lost
16717,134,3,233.81,3,4,2,9,Loyal
16718,72,1,13.98,4,1,1,6,At Risk
16719,102,1,39.980000000000004,3,1,1,5,At Risk
16720,212,1,39.980000000000004,2,1,1,4,Lost
16721,7,3,180.71,4,4,2,10,Loyal
16722,62,1,4.99,4,1,1,6,At Risk
16723,8,1,7.28,4,1,1,6,At Risk
16724,88,1,39.980000000000004,3,1,1,5,At Risk
16725,51,1,13.98,4,1,1,6,At Risk
16726,34,1,7.28,4,1,1,6,At Risk
16727,243,1,2451.2999999999997,2,1,3,6,At Risk
16728,234,1,2443.35,2,1,3,6,At Risk
16729,106,2,38.92,3,4,1,8,Potential Loyalist
16730,8,2,140.94,4,4,2,10,Loyal
16731,76,3,155.91,4,4,2,10,Loyal
16732,194,1,2451.2999999999997,2,1,3,6,At Risk
16733,176,2,35.26,2,4,1,7,Potential Loyalist
16734,232,2,128.97,2,4,2,8,Potential Loyalist
16735,161,1,58.980000000000004,3,1,2,6,At Risk
16736,228,1,59.980000000000004,2,1,2,5,At Risk
16737,134,1,4.99,3,1,1,5,At Risk
16738,254,2,44.95,2,4,1,7,Potential Loyalist
16739,95,2,81.26,3,4,2,9,Loyal
16740,349,2,6099.099999999999,1,4,4,9,Loyal
16741,315,2,6056.61,1,4,4,9,Loyal
16742,321,2,6044.59,1,4,4,9,Loyal
16743,306,2,6070.59,1,4,4,9,Loyal
16744,327,2,6070.59,1,4,4,9,Loyal
16745,314,2,6021.62,1,4,4,9,Loyal
16746,335,1,64.47,1,1,2,4,Lost
16747,213,1,2479.94,2,1,3,6,At Risk
16748,52,1,58.980000000000004,4,1,2,7,Potential Loyalist
16749,55,1,61.96000000000001,4,1,2,7,Potential Loyalist
16750,314,1,7.28,1,1,1,3,Lost
16751,193,1,2492.3199999999997,2,1,3,6,At Risk
16752,165,1,2512.3199999999997,3,1,4,8,Potential Loyalist
16753,102,1,2319.99,3,1,3,7,Potential Loyalist
16754,180,2,3118.6,2,4,4,10,Loyal
16755,102,1,2316.97,3,1,3,7,Potential Loyalist
16756,105,1,2395.9599999999996,3,1,3,7,Potential Loyalist
16757,29,1,4.99,4,1,1,6,At Risk
16758,160,2,3062.3399999999997,3,4,4,11,Champions
16759,98,1,7.28,3,1,1,5,At Risk
16760,325,1,67.97,1,1,2,4,Lost
16761,130,1,2475.95,3,1,3,7,Potential Loyalist
16762,129,1,2479.94,3,1,3,7,Potential Loyalist
16763,293,1,1700.99,1,1,3,5,At Risk
16764,253,1,1760.47,2,1,3,6,At Risk
16765,185,1,4.99,2,1,1,4,Lost
16766,86,1,4.99,4,1,1,6,At Risk
16767,321,1,59.980000000000004,1,1,2,4,Lost
16768,9,1,4.99,4,1,1,6,At Risk
16769,104,1,4.99,3,1,1,5,At Risk
16770,144,1,2478.3399999999997,3,1,3,7,Potential Loyalist
16771,130,3,104.55000000000001,3,4,2,9,Loyal
16772,20,3,158.53,4,4,2,10,Loyal
16773,205,1,13.98,2,1,1,4,Lost
16774,228,1,54.980000000000004,2,1,2,5,At Risk
16775,132,1,4.99,3,1,1,5,At Risk
16776,123,1,2443.35,3,1,3,7,Potential Loyalist
16777,339,1,124.99,1,1,2,4,Lost
16778,94,1,2541.3199999999997,3,1,4,8,Potential Loyalist
16779,97,1,2297.2799999999997,3,1,3,7,Potential Loyalist
16780,146,1,54.980000000000004,3,1,2,6,At Risk
16781,365,1,64.47,1,1,2,4,Lost
16782,113,1,2482.23,3,1,3,7,Potential Loyalist
16783,68,1,2457.33,4,1,3,8,Potential Loyalist
16784,272,1,1735.98,1,1,3,5,At Risk
16785,121,1,2342.9199999999996,3,1,3,7,Potential Loyalist
16786,95,1,2294.99,3,1,3,7,Potential Loyalist
16787,65,1,39.980000000000004,4,1,1,6,At Risk
16788,289,1,39.980000000000004,1,1,1,3,Lost
16789,41,1,2443.35,4,1,3,8,Potential Loyalist
16790,35,1,2564.92,4,1,4,9,Loyal
16791,251,1,1729.97,2,1,3,6,At Risk
16792,377,1,1735.98,1,1,3,5,At Risk
16793,387,1,1788.95,1,1,3,5,At Risk
16794,379,1,1785.97,1,1,3,5,At Risk
16795,66,1,67.93,4,1,2,7,Potential Loyalist
16796,257,1,54.980000000000004,2,1,2,5,At Risk
16797,386,1,1732.26,1,1,3,5,At Risk
16798,378,1,1764.96,1,1,3,5,At Risk
16799,371,1,1700.99,1,1,3,5,At Risk
16800,24,3,75.84,4,4,2,10,Loyal
16801,141,1,54.980000000000004,3,1,2,6,At Risk
16802,346,1,13.98,1,1,1,3,Lost
16803,380,1,1759.97,1,1,3,5,At Risk
16804,379,1,1728.27,1,1,3,5,At Risk
16805,379,1,1768.96,1,1,3,5,At Risk
16806,53,1,54.980000000000004,4,1,2,7,Potential Loyalist
16807,380,1,1728.27,1,1,3,5,At Risk
16808,135,1,13.98,3,1,1,5,At Risk
16809,105,1,13.98,3,1,1,5,At Risk
16810,92,2,3064.6299999999997,3,4,4,11,Champions
16811,336,1,1700.99,1,1,3,5,At Risk
16812,347,1,1735.98,1,1,3,5,At Risk
16813,66,1,13.98,4,1,1,6,At Risk
16814,360,1,39.980000000000004,1,1,1,3,Lost
16815,19,1,4.99,4,1,1,6,At Risk
16816,25,1,4.99,4,1,1,6,At Risk
16817,108,1,4.99,3,1,1,5,At Risk
16818,114,1,2391.9399999999996,3,1,3,7,Potential Loyalist
16819,108,1,2316.97,3,1,3,7,Potential Loyalist
16820,51,2,3217.79,4,4,4,12,Champions
16821,163,3,7221.349999999999,3,4,4,11,Champions
16822,135,3,7176.379999999999,3,4,4,11,Champions
16823,127,3,7242.349999999999,3,4,4,11,Champions
16824,182,3,6938.5925,2,4,4,10,Loyal
16825,73,1,61.45,4,1,2,7,Potential Loyalist
16826,159,3,6953.5825,3,4,4,11,Champions
16827,99,3,7205.36,3,4,4,11,Champions
16828,105,3,7182.66,3,4,4,11,Champions
16829,117,3,7185.37,3,4,4,11,Champions
16830,159,3,7138.68,3,4,4,11,Champions
16831,104,3,7206.37,3,4,4,11,Champions
16832,99,1,2369.9599999999996,3,1,3,7,Potential Loyalist
16833,93,1,2343.9599999999996,3,1,3,7,Potential Loyalist
16834,248,1,1750.98,2,1,3,6,At Risk
16835,109,1,2294.99,3,1,3,7,Potential Loyalist
16836,42,2,3193.79,4,4,4,12,Champions
16837,43,2,155.47,4,4,2,10,Loyal
16838,121,1,13.98,3,1,1,5,At Risk
16839,111,1,2294.99,3,1,3,7,Potential Loyalist
16840,216,2,176.95,2,4,2,8,Potential Loyalist
16841,245,2,126.96,2,4,2,8,Potential Loyalist
16842,96,1,4.99,3,1,1,5,At Risk
16843,94,1,89.97,3,1,2,6,At Risk
16844,99,1,2369.97,3,1,3,7,Potential Loyalist
16845,116,1,2380.47,3,1,3,7,Potential Loyalist
16846,285,2,180.95,1,4,2,7,Potential Loyalist
16847,68,2,189.94,4,4,2,10,Loyal
16848,10,2,125.44999999999999,4,4,2,10,Loyal
16849,24,2,176.95,4,4,2,10,Loyal
16850,117,1,2354.9799999999996,3,1,3,7,Potential Loyalist
16851,98,1,2369.9599999999996,3,1,3,7,Potential Loyalist
16852,106,1,2405.47,3,1,3,7,Potential Loyalist
16853,40,1,4.99,4,1,1,6,At Risk
16854,117,1,2342.93,3,1,3,7,Potential Loyalist
16855,43,2,150.95000000000002,4,4,2,10,Loyal
16856,154,1,13.98,3,1,1,5,At Risk
16857,270,1,54.980000000000004,1,1,2,4,Lost
16858,53,1,4.99,4,1,1,6,At Risk
16859,104,1,2380.47,3,1,3,7,Potential Loyalist
16860,323,1,4.99,1,1,1,3,Lost
16861,16,1,13.98,4,1,1,6,At Risk
16862,16,1,39.980000000000004,4,1,1,6,At Risk
16863,330,1,64.47,1,1,2,4,Lost
16864,95,1,2369.97,3,1,3,7,Potential Loyalist
16865,99,1,2369.9599999999996,3,1,3,7,Potential Loyalist
16866,108,1,2444.45,3,1,3,7,Potential Loyalist
16867,117,1,2381.9399999999996,3,1,3,7,Potential Loyalist
16868,105,1,2322.2799999999997,3,1,3,7,Potential Loyalist
16869,117,1,2376.9599999999996,3,1,3,7,Potential Loyalist
16870,221,3,149.04,2,4,2,8,Potential Loyalist
16871,114,1,2316.97,3,1,3,7,Potential Loyalist
16872,105,1,2359.24,3,1,3,7,Potential Loyalist
16873,190,1,578.46,2,1,3,6,At Risk
16874,258,1,4.99,2,1,1,4,Lost
16875,219,1,39.980000000000004,2,1,1,4,Lost
16876,55,3,151.84,4,4,2,10,Loyal
16877,348,1,39.980000000000004,1,1,1,3,Lost
16878,340,1,1735.98,1,1,3,5,At Risk
16879,337,1,1728.27,1,1,3,5,At Risk
16880,97,1,2343.9599999999996,3,1,3,7,Potential Loyalist
16881,93,1,2319.99,3,1,3,7,Potential Loyalist
16882,96,1,2294.99,3,1,3,7,Potential Loyalist
16883,24,1,48.970000000000006,4,1,1,6,At Risk
16884,298,1,39.980000000000004,1,1,1,3,Lost
16885,319,1,39.980000000000004,1,1,1,3,Lost
16886,359,1,1729.97,1,1,3,5,At Risk
16887,343,1,1769.96,1,1,3,5,At Risk
16888,355,1,1754.98,1,1,3,5,At Risk
16889,325,1,1729.97,1,1,3,5,At Risk
16890,321,1,1808.45,1,1,3,5,At Risk
16891,63,1,59.980000000000004,4,1,2,7,Potential Loyalist
16892,96,1,2341.97,3,1,3,7,Potential Loyalist
16893,104,1,2325.9599999999996,3,1,3,7,Potential Loyalist
16894,328,1,1763.97,1,1,3,5,At Risk
16895,316,1,1760.47,1,1,3,5,At Risk
16896,319,1,1714.97,1,1,3,5,At Risk
16897,334,1,1763.97,1,1,3,5,At Risk
16898,309,1,1750.98,1,1,3,5,At Risk
16899,227,1,4.99,2,1,1,4,Lost
16900,165,1,7.28,3,1,1,5,At Risk
16901,126,1,39.980000000000004,3,1,1,5,At Risk
16902,20,2,211.97,4,4,2,10,Loyal
16903,78,1,4.99,4,1,1,6,At Risk
16904,111,1,4.99,3,1,1,5,At Risk
16905,179,1,4.99,2,1,1,4,Lost
16906,172,1,2359.9799999999996,2,1,3,6,At Risk
16907,96,1,2341.97,3,1,3,7,Potential Loyalist
16908,115,1,2366.9599999999996,3,1,3,7,Potential Loyalist
16909,94,1,2376.9599999999996,3,1,3,7,Potential Loyalist
16910,200,2,141.96,2,4,2,8,Potential Loyalist
16911,140,1,58.980000000000004,3,1,2,6,At Risk
16912,64,1,2380.47,4,1,3,8,Potential Loyalist
16913,159,1,13.98,3,1,1,5,At Risk
16914,62,1,2361.95,4,1,3,8,Potential Loyalist
16915,62,1,2374.9799999999996,4,1,3,8,Potential Loyalist
16916,77,1,2434.9199999999996,4,1,3,8,Potential Loyalist
16917,51,1,4.99,4,1,1,6,At Risk
16918,13,1,64.47,4,1,2,7,Potential Loyalist
16919,38,2,70.95,4,4,2,10,Loyal
16920,311,1,1700.99,1,1,3,5,At Risk
16921,261,1,1754.98,2,1,3,6,At Risk
16922,7,1,98.96000000000001,4,1,2,7,Potential Loyalist
16923,54,1,59.980000000000004,4,1,2,7,Potential Loyalist
16924,283,1,1775.47,1,1,3,5,At Risk
16925,295,1,1764.96,1,1,3,5,At Risk
16926,40,2,44.95,4,4,1,9,Loyal
16927,1,2,38.92,4,4,1,9,Loyal
16928,225,2,4698.76,2,4,4,10,Loyal
16929,219,2,4733.75,2,4,4,10,Loyal
16930,27,2,54.42,4,4,2,10,Loyal
16931,233,2,4767.73,2,4,4,10,Loyal
16932,149,2,14.56,3,4,1,8,Potential Loyalist
16933,45,2,94.96000000000001,4,4,2,10,Loyal
16934,100,2,86.95,3,4,2,9,Loyal
16935,127,2,94.96000000000001,3,4,2,9,Loyal
16936,345,1,63.97,1,1,2,4,Lost
16937,378,2,3926.5325,1,4,4,9,Loyal
16938,36,2,3110.0525,4,4,4,12,Champions
16939,160,1,29.979999999999997,3,1,1,5,At Risk
16940,34,2,5006.7,4,4,4,12,Champions
16941,53,1,64.97,4,1,2,7,Potential Loyalist
16942,346,2,2751.4175,1,4,4,9,Loyal
16943,211,1,37.93,2,1,1,4,Lost
16944,391,2,4253.8099999999995,1,4,4,9,Loyal
16945,41,2,3262.83,4,4,4,12,Champions
16946,36,2,3071.0325,4,4,4,12,Champions
16947,288,1,1735.98,1,1,3,5,At Risk
16948,24,3,248.01000000000002,4,4,2,10,Loyal
16949,284,1,1789.97,1,1,3,5,At Risk
16950,190,3,211.01,2,4,2,8,Potential Loyalist
16951,301,1,1735.98,1,1,3,5,At Risk
16952,245,1,1735.98,2,1,3,6,At Risk
16953,361,1,13.98,1,1,1,3,Lost
16954,17,1,67.97,4,1,2,7,Potential Loyalist
16955,215,1,1760.47,2,1,3,6,At Risk
16956,293,1,1700.99,1,1,3,5,At Risk
16957,39,1,39.980000000000004,4,1,1,6,At Risk
16958,301,3,168.02,1,4,2,7,Potential Loyalist
16959,160,3,135.35,3,4,2,9,Loyal
16960,120,1,4.99,3,1,1,5,At Risk
16961,91,1,2318.9599999999996,3,1,3,7,Potential Loyalist
16962,10,1,13.98,4,1,1,6,At Risk
16963,302,1,39.980000000000004,1,1,1,3,Lost
16964,220,3,108.54,2,4,2,8,Potential Loyalist
16965,317,1,39.980000000000004,1,1,1,3,Lost
16966,43,1,4.99,4,1,1,6,At Risk
16967,80,1,2316.97,4,1,3,8,Potential Loyalist
16968,72,1,2325.9599999999996,4,1,3,8,Potential Loyalist
16969,73,1,2439.99,4,1,3,8,Potential Loyalist
16970,292,1,1754.98,1,1,3,5,At Risk
16971,218,1,64.47,2,1,2,5,At Risk
16972,292,1,1754.98,1,1,3,5,At Risk
16973,288,1,1857.92,1,1,3,5,At Risk
16974,295,1,1729.97,1,1,3,5,At Risk
16975,145,1,67.97,3,1,2,6,At Risk
16976,304,1,1785.97,1,1,3,5,At Risk
16977,266,1,1709.98,1,1,3,5,At Risk
16978,323,1,4.99,1,1,1,3,Lost
16979,77,1,2322.2799999999997,4,1,3,8,Potential Loyalist
16980,293,1,39.980000000000004,1,1,1,3,Lost
16981,73,1,2317.9199999999996,4,1,3,8,Potential Loyalist
16982,366,1,89.97,1,1,2,4,Lost
16983,67,1,2357.2799999999997,4,1,3,8,Potential Loyalist
16984,259,1,1759.97,2,1,3,6,At Risk
16985,157,1,13.98,3,1,1,5,At Risk
16986,210,1,68.49,2,1,2,5,At Risk
16987,169,1,2414.99,3,1,3,7,Potential Loyalist
16988,59,1,4.99,4,1,1,6,At Risk
16989,64,1,2319.99,4,1,3,8,Potential Loyalist
16990,216,1,59.980000000000004,2,1,2,5,At Risk
16991,314,1,39.980000000000004,1,1,1,3,Lost
16992,304,1,4.99,1,1,1,3,Lost
16993,218,1,124.99,2,1,2,5,At Risk
16994,151,1,39.980000000000004,3,1,1,5,At Risk
16995,232,1,1735.98,2,1,3,6,At Risk
16996,228,1,1754.98,2,1,3,6,At Risk
16997,255,1,1763.97,2,1,3,6,At Risk
16998,256,1,1735.98,2,1,3,6,At Risk
16999,262,1,1735.98,2,1,3,6,At Risk
17000,78,1,2294.99,4,1,3,8,Potential Loyalist
17001,83,1,2341.97,4,1,3,8,Potential Loyalist
17002,72,1,2331.95,4,1,3,8,Potential Loyalist
17003,92,1,2416.45,3,1,3,7,Potential Loyalist
17004,89,1,2418.4799999999996,3,1,3,7,Potential Loyalist
17005,69,1,2376.45,4,1,3,8,Potential Loyalist
17006,68,1,2404.4599999999996,4,1,3,8,Potential Loyalist
17007,79,1,2329.99,4,1,3,8,Potential Loyalist
17008,75,1,2316.97,4,1,3,8,Potential Loyalist
17009,82,1,2351.9599999999996,4,1,3,8,Potential Loyalist
17010,75,1,2384.97,4,1,3,8,Potential Loyalist
17011,266,1,1750.98,1,1,3,5,At Risk
17012,249,1,1750.98,2,1,3,6,At Risk
17013,72,1,2401.45,4,1,3,8,Potential Loyalist
17014,352,1,4.99,1,1,1,3,Lost
17015,271,1,4.99,1,1,1,3,Lost
17016,347,1,98.96000000000001,1,1,2,4,Lost
17017,62,1,2332.2799999999997,4,1,3,8,Potential Loyalist
17018,265,1,93.97,1,1,2,4,Lost
17019,60,1,54.980000000000004,4,1,2,7,Potential Loyalist
17020,272,1,1714.97,1,1,3,5,At Risk
17021,253,1,1700.99,2,1,3,6,At Risk
17022,245,1,1763.97,2,1,3,6,At Risk
17023,231,1,1735.98,2,1,3,6,At Risk
17024,265,1,1775.97,1,1,3,5,At Risk
17025,198,1,1709.98,2,1,3,6,At Risk
17026,315,3,261.39,1,4,2,7,Potential Loyalist
17027,239,3,230.9,2,4,2,8,Potential Loyalist
17028,254,1,1763.97,2,1,3,6,At Risk
17029,247,1,1759.97,2,1,3,6,At Risk
17030,268,1,1700.99,1,1,3,5,At Risk
17031,295,1,13.98,1,1,1,3,Lost
17032,108,1,12.940000000000001,3,1,1,5,At Risk
17033,291,1,29.479999999999997,1,1,1,3,Lost
17034,185,1,1750.98,2,1,3,6,At Risk
17035,348,1,58.980000000000004,1,1,2,4,Lost
17036,243,2,176.95000000000002,2,4,2,8,Potential Loyalist
17037,147,1,2334.97,3,1,3,7,Potential Loyalist
17038,88,1,2442.2799999999997,3,1,3,7,Potential Loyalist
17039,268,1,1799.48,1,1,3,5,At Risk
17040,248,1,1760.47,2,1,3,6,At Risk
17041,253,1,1700.99,2,1,3,6,At Risk
17042,247,1,1735.98,2,1,3,6,At Risk
17043,272,1,1760.47,1,1,3,5,At Risk
17044,137,1,39.980000000000004,3,1,1,5,At Risk
17045,284,2,4480.73,1,4,4,9,Loyal
17046,276,2,4467.74,1,4,4,9,Loyal
17047,302,2,4347.76,1,4,4,9,Loyal
17048,254,2,4382.75,2,4,4,10,Loyal
17049,257,2,4347.76,2,4,4,10,Loyal
17050,260,2,4496.23,2,4,4,10,Loyal
17051,277,2,6060.5,1,4,4,9,Loyal
17052,224,2,96.92,2,4,2,8,Potential Loyalist
17053,138,2,123.96000000000001,3,4,2,9,Loyal
17054,98,2,83.98,3,4,2,9,Loyal
17055,254,2,4347.76,2,4,4,10,Loyal
17056,252,2,4417.75,2,4,4,10,Loyal
17057,20,2,86.27000000000001,4,4,2,10,Loyal
17058,50,2,83.98,4,4,2,10,Loyal
17059,52,2,123.96000000000001,4,4,2,10,Loyal
17060,137,2,123.96000000000001,3,4,2,9,Loyal
17061,198,2,86.27,2,4,2,8,Potential Loyalist
17062,325,2,91.26,1,4,2,7,Potential Loyalist
17063,304,2,100.25,1,4,2,7,Potential Loyalist
17064,263,2,4506.76,2,4,4,10,Loyal
17065,220,2,4417.75,2,4,4,10,Loyal
17066,120,2,105.75,3,4,2,9,Loyal
17067,39,2,113.96000000000001,4,4,2,10,Loyal
17068,21,2,92.97,4,4,2,10,Loyal
17069,215,2,4426.74,2,4,4,10,Loyal
17070,343,2,123.96000000000001,1,4,2,7,Potential Loyalist
17071,225,2,4417.75,2,4,4,10,Loyal
17072,65,2,123.96,4,4,2,10,Loyal
17073,114,2,78.97,3,4,2,9,Loyal
17074,218,2,90.25,2,4,2,8,Potential Loyalist
17075,160,2,77.27,3,4,2,9,Loyal
17076,34,2,103.46,4,4,2,10,Loyal
17077,204,2,138.45,2,4,2,8,Potential Loyalist
17078,316,2,186.94,1,4,2,7,Potential Loyalist
17079,233,2,4417.75,2,4,4,10,Loyal
17080,337,2,2732.6975,1,4,4,9,Loyal
17081,206,1,74.98,2,1,2,5,At Risk
17082,347,2,3891.5425,1,4,4,9,Loyal
17083,308,1,51.96,1,1,2,4,Lost
17084,113,1,31.27,3,1,1,5,At Risk
17085,228,2,2986.0325,2,4,4,10,Loyal
17086,350,2,4194.33,1,4,4,9,Loyal
17087,186,2,75.21000000000001,2,4,2,8,Potential Loyalist
17088,193,1,24.99,2,1,1,4,Lost
17089,235,1,64.97,2,1,2,5,At Risk
17090,106,1,64.97,3,1,2,6,At Risk
17091,41,1,32.269999999999996,4,1,1,6,At Risk
17092,354,1,37.269999999999996,1,1,1,3,Lost
17093,62,3,6917.5925,4,4,4,12,Champions
17094,220,2,3001.0425,2,4,4,10,Loyal
17095,320,2,2760.4075,1,4,4,9,Loyal
17096,358,2,4144.34,1,4,4,9,Loyal
17097,55,2,3021.0225,4,4,4,12,Champions
17098,378,2,2768.5325,1,4,4,9,Loyal
17099,322,2,2701.4275,1,4,4,9,Loyal
17100,128,1,95.94,3,1,2,6,At Risk
17101,119,2,163.94,3,4,2,9,Loyal
17102,323,1,32.269999999999996,1,1,1,3,Lost
17103,65,3,6935.0824999999995,4,4,4,12,Champions
17104,306,1,4.99,1,1,1,3,Lost
17105,239,2,83.44,2,4,2,8,Potential Loyalist
17106,118,1,72.96,3,1,2,6,At Risk
17107,358,2,4179.33,1,4,4,9,Loyal
17108,147,1,24.99,3,1,1,5,At Risk
17109,326,2,2769.3975,1,4,4,9,Loyal
17110,122,2,47.260000000000005,3,4,1,8,Potential Loyalist
17111,340,1,4.99,1,1,1,3,Lost
17112,195,1,6.28,2,1,1,4,Lost
17113,163,1,4.99,3,1,1,5,At Risk
17114,81,3,7275.36,4,4,4,12,Champions
17115,232,2,3008.0225,2,4,4,10,Loyal
17116,203,1,1764.96,2,1,3,6,At Risk
17117,81,1,39.980000000000004,4,1,1,6,At Risk
17118,251,1,562.96,2,1,3,6,At Risk
17119,275,3,214.9,1,4,2,7,Potential Loyalist
17120,252,1,1735.98,2,1,3,6,At Risk
17121,246,1,1735.98,2,1,3,6,At Risk
17122,299,1,58.980000000000004,1,1,2,4,Lost
17123,227,1,562.96,2,1,3,6,At Risk
17124,230,1,562.96,2,1,3,6,At Risk
17125,113,1,539.99,3,1,3,7,Potential Loyalist
17126,22,2,126.96,4,4,2,10,Loyal
17127,252,1,1778.47,2,1,3,6,At Risk
17128,252,1,1735.98,2,1,3,6,At Risk
17129,251,1,1735.98,2,1,3,6,At Risk
17130,330,1,98.96000000000001,1,1,2,4,Lost
17131,50,1,4.99,4,1,1,6,At Risk
17132,55,1,4.99,4,1,1,6,At Risk
17133,88,1,2357.2799999999997,3,1,3,7,Potential Loyalist
17134,77,1,2376.9599999999996,4,1,3,8,Potential Loyalist
17135,70,1,2379.47,4,1,3,8,Potential Loyalist
17136,84,1,2297.2799999999997,4,1,3,8,Potential Loyalist
17137,342,1,4.99,1,1,1,3,Lost
17138,312,1,59.980000000000004,1,1,2,4,Lost
17139,83,1,2309.97,4,1,3,8,Potential Loyalist
17140,73,1,2319.99,4,1,3,8,Potential Loyalist
17141,62,1,2376.9599999999996,4,1,3,8,Potential Loyalist
17142,248,1,1728.27,2,1,3,6,At Risk
17143,207,1,1763.97,2,1,3,6,At Risk
17144,247,1,1891.26,2,1,3,6,At Risk
17145,77,1,13.98,4,1,1,6,At Risk
17146,85,1,39.980000000000004,4,1,1,6,At Risk
17147,178,1,1700.99,2,1,3,6,At Risk
17148,156,1,1775.47,3,1,3,7,Potential Loyalist
17149,233,1,1735.98,2,1,3,6,At Risk
17150,225,1,1764.96,2,1,3,6,At Risk
17151,1,1,12.940000000000001,4,1,1,6,At Risk
17152,181,1,12.940000000000001,2,1,1,4,Lost
17153,226,1,1744.97,2,1,3,6,At Risk
17154,228,1,1764.96,2,1,3,6,At Risk
17155,180,1,13.98,2,1,1,4,Lost
17156,84,1,2502.27,4,1,3,8,Potential Loyalist
17157,92,1,2334.9799999999996,3,1,3,7,Potential Loyalist
17158,313,1,39.980000000000004,1,1,1,3,Lost
17159,238,1,1735.98,2,1,3,6,At Risk
17160,78,1,4.99,4,1,1,6,At Risk
17161,308,1,59.980000000000004,1,1,2,4,Lost
17162,273,1,39.980000000000004,1,1,1,3,Lost
17163,216,1,1732.26,2,1,3,6,At Risk
